"","l1","l2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
"s.1378","sympathisieren|VVINF","0.0040","sympathisierest","sympathisiertet","sympathisier","sympathisiertest","sympathisierten","sympathisiere","sympathisiert","sympathisierst","sympathisierte","sympathisieret",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1379","systematisch|ADJX","0.0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1380","süchtig|ADJX","0.0845","süchtigsten","süchtigeres","süchtigstem","süchtigerer","süchtigerem","süchtigem","süchtigen","süchtigeren","süchtigste","süchtigst","süchtige","süchtigere","süchtiges","süchtiger","süchtigster","süchtigstes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1381","süß|ADJX","0.3616","süßsten","süßes","süßstes","süßer","süßster","süßst","süßeren","süßerem","süßste","süßeres","süßerer","süßere","süße","süßstem","süßem","süßen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1382","tadellos|ADJX","0.309","tadellosest","tadelloses","tadelloserem","tadelloseste","tadellosestes","tadellose","tadelloseren","tadellosester","tadelloserer","tadelloseres","tadellosere","tadellosesten","tadellosestem","tadellosem","tadellosen","tadelloser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1383","tadelsfrei|ADJX","0.0040","tadelsfreierem","tadelsfreieren","tadelsfreiere","tadelsfreist","tadelsfreie","tadelsfreierer","tadelsfreier","tadelsfreistem","tadelsfreisten","tadelsfreies","tadelsfreistes","tadelsfreiem","tadelsfreister","tadelsfreien","tadelsfreiste","tadelsfreieres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1384","talentiert|ADJX","0.3218","talentiertesten","talentierteren","talentiertestem","talentiertes","talentierterer","talentiertere","talentierteres","talentiertem","talentierten","talentierteste","talentiertester","talentierter","talentiertestes","talentiertest","talentierte","talentierterem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1385","tatkräftig|ADJX","0.0040","tatkräftigste","tatkräftigerem","tatkräftigstes","tatkräftigster","tatkräftigen","tatkräftigst","tatkräftigem","tatkräftigeren","tatkräftiger","tatkräftigeres","tatkräftigerer","tatkräftige","tatkräftigere","tatkräftiges","tatkräftigsten","tatkräftigstem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1386","tauglich|ADJX","0.0040","taugliche","tauglicheren","tauglicherem","tauglicherer","tauglichere","tauglichstes","tauglicheres","tauglichster","tauglichsten","tauglichst","tauglichstem","tauglicher","taugliches","tauglichem","tauglichste","tauglichen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1387","tiefgreifend|ADJX","0.0040","tiefgreifendstes","tiefgreifendster","tiefgreifendere","tiefgreifenderen","tiefgreifenderes","tiefgreifendste","tiefgreifenderer","tiefgreifendstem","tiefgreifende","tiefgreifendsten","tiefgreifendes","tiefgreifendem","tiefgreifenden","tiefgreifendst","tiefgreifender","tiefgreifenderem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1388","tierisch|ADJX","0.1135","tierischstes","tierischere","tierischerem","tierischst","tierischstem","tierischsten","tierischeren","tierische","tierischster","tierischen","tierischeres","tierischem","tierischer","tierischste","tierischerer","tierisches",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1389","tolerant|ADJX","0.1984","toleranteres","toleranterem","toleranteren","toleranterer","tolerantere","tolerante","tolerantestes","tolerantes","tolerantester","toleranter","tolerantem","toleranten","tolerantest","toleranteste","tolerantestem","tolerantesten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1390","tolerieren|VVINF","0.0040","toleriertet","toleriertest","tolerierest","tolerierte","toleriere","toleriert","tolerierst","tolerier","tolerierten","tolerieret",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1391","toll|ADJX","0.5066","tollere","tollste","tollerer","tollst","tolleres","tollerem","tolles","toller","tolleren","tollstem","tollsten","tollstes","tollen","tollster","tollem","tolle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1392","top|ADJX","0.3186","topsten","topem","topstem","topst","topen","toperes","tope","topste","topstes","toper","toperem","toperen","topes","toperer","topster","topere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1393","toppen|VVINF","0.0040","toppe","toppten","toppt","toppet","toppte","topp","toppst","topptet","toppest","topptest","getoppt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1394","traditionell|ADJX","0.0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1395","traditionsreich|ADJX","0.0040","traditionsreiche","traditionsreichstes","traditionsreichster","traditionsreichere","traditionsreicheren","traditionsreicherem","traditionsreichem","traditionsreicheres","traditionsreichen","traditionsreicherer","traditionsreicher","traditionsreiches","traditionsreichste","traditionsreichstem","traditionsreichsten","traditionsreichst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1396","tragfähig|ADJX","0.0040","tragfähigstes","tragfähigere","tragfähigster","tragfähigeren","tragfähigen","tragfähigerem","tragfähigem","tragfähigst","tragfähigeres","tragfähigerer","tragfähiges","tragfähiger","tragfähigsten","tragfähigste","tragfähige","tragfähigstem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1397","transparent|ADJX","0.0040","transparentest","transparentesten","transparenteste","transparentestem","transparenten","transparentem","transparenter","transparentere","transparenteren","transparentestes","transparenterer","transparentester","transparente","transparenteres","transparenterem","transparentes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1398","traumhaft|ADJX","0.5665","traumhafter","traumhafte","traumhaftester","traumhaftestes","traumhaften","traumhaftest","traumhaftem","traumhafterem","traumhaftere","traumhaftesten","traumhafteste","traumhaftestem","traumhafteres","traumhafterer","traumhaftes","traumhafteren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1399","treffend|ADJX","0.1023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1400","trefflich|ADJX","0.0040","trefflichsten","trefflichen","trefflichstem","trefflichem","trefflicheres","trefflichster","trefflicherer","treffliches","trefflicher","trefflichst","trefflichstes","trefflichere","treffliche","trefflichste","trefflicherem","trefflicheren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1401","treu|ADJX","0.3526","treuerem","treuest","treueren","treust","treueres","treuerer","treuere","treuestes","treue","treuem","treueste","treuen","treuester","treuste","treuestem","treustem","treuesten","treusten","treues","treuster","treustes","treuer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1402","triumphal|ADJX","0.0040","triumphaleren","triumphalste","triumphalst","triumphalstem","triumphalerem","triumphales","triumphalere","triumphaler","triumphalem","triumphale","triumphalen","triumphaleres","triumphalsten","triumphalerer","triumphalstes","triumphalster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1403","triumphieren|VVINF","0.0040","triumphierst","triumphiertest","triumphierte","triumphiert","triumphierten","triumphiere","triumphier","triumphieret","triumphiertet","triumphierest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1404","trösten|VVINF","0.0040","tröste","trösttest","tröstest","tröstet","trösteten","getröstet","tröst","tröstten","tröstte","tröstetest","tröstetet","tröstete","trösttet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1405","tätig|VVINF","0.0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1406","ultimativ|ADJX","0.0040","ultimativer","ultimativeren","ultimativerem","ultimatives","ultimativen","ultimativere","ultimativem","ultimativster","ultimativeres","ultimativerer","ultimativsten","ultimativst","ultimativstem","ultimativstes","ultimativste","ultimative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1407","umfangreich|ADJX","0.0040","umfangreichstes","umfangreiche","umfangreicher","umfangreiches","umfangreichster","umfangreichen","umfangreicheres","umfangreichst","umfangreichstem","umfangreichsten","umfangreicherer","umfangreicherem","umfangreichem","umfangreicheren","umfangreichere","umfangreichste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1408","umfassend|ADJX","0.0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1409","umgänglich|ADJX","0.2129","umgängliches","umgänglicher","umgänglicheres","umgänglicherer","umgänglichen","umgänglichem","umgänglicheren","umgänglicherem","umgänglichste","umgänglichst","umgänglichster","umgänglichstes","umgängliche","umgänglichstem","umgänglichsten","umgänglichere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1410","umjubelt|VVINF","0.0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1411","umsichtig|ADJX","0.0846","umsichtiger","umsichtiges","umsichtigste","umsichtigen","umsichtigem","umsichtigere","umsichtigst","umsichtigerem","umsichtige","umsichtigeren","umsichtigeres","umsichtigstes","umsichtigster","umsichtigerer","umsichtigsten","umsichtigstem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1412","umsorgen|VVINF","0.0863","umsorgst","umsorgte","umsorget","umsorgt","umsorgest","umsorge","umsorgtet","umsorgten","umsorg","umsorgtest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1413","umwerfend|ADJX","0.1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1414","unabhängig|ADJX","0.0040","unabhängiges","unabhängiger","unabhängige","unabhängigsten","unabhängigeres","unabhängigere","unabhängigstem","unabhängigerer","unabhängigster","unabhängigste","unabhängigerem","unabhängigstes","unabhängigen","unabhängigeren","unabhängigem","unabhängigst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1415","unangefochten|ADJX","0.0040","unangefochtenerem","unangefochteneren","unangefochtenere","unangefochtenerer","unangefochteneres","unangefochtenste","unangefochtenem","unangefochtenstem","unangefochtensten","unangefochtenst","unangefochtenen","unangefochtene","unangefochtenes","unangefochtener","unangefochtenster","unangefochtenstes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1416","unantastbar|ADJX","0.0040","unantastbarere","unantastbarste","unantastbarstes","unantastbareren","unantastbarster","unantastbaren","unantastbarerem","unantastbares","unantastbarstem","unantastbarsten","unantastbare","unantastbarer","unantastbarst","unantastbarem","unantastbareres","unantastbarerer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1417","unaufholbar|ADJX","0.0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1418","unbedingt|ADJX","0.0040","unbedingteres","unbedingtsten","unbedingtere","unbedingterer","unbedingteren","unbedingtstem","unbedingtstes","unbedingtster","unbedingten","unbedingtst","unbedingtem","unbedingter","unbedingte","unbedingtste","unbedingterem","unbedingtes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1419","unbegrenzt|ADJX","0.0040","unbegrenztest","unbegrenzteste","unbegrenzterem","unbegrenzteres","unbegrenzte","unbegrenzterer","unbegrenzten","unbegrenztem","unbegrenztestem","unbegrenztesten","unbegrenzteren","unbegrenzter","unbegrenztester","unbegrenztes","unbegrenztestes","unbegrenztere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1420","unberührt|ADJX","0.0040","unberührtere","unberührtestes","unberührtes","unberührter","unberührten","unberührte","unberührtem","unberührtest","unberührteste","unberührtestem","unberührtesten","unberührteres","unberührterer","unberührterem","unberührtester","unberührteren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1421","unbeschreiblich|ADJX","0.1156","unbeschreibliche","unbeschreiblichstem","unbeschreiblichere","unbeschreiblichsten","unbeschreiblichstes","unbeschreiblichster","unbeschreiblicherem","unbeschreibliches","unbeschreiblicherer","unbeschreiblicheres","unbeschreiblicheren","unbeschreiblichste","unbeschreiblichst","unbeschreiblichem","unbeschreiblichen","unbeschreiblicher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1422","unbeschwert|ADJX","0.3349","unbeschwerter","unbeschwerterem","unbeschwertester","unbeschwertere","unbeschwerteren","unbeschwertes","unbeschwertesten","unbeschwerteres","unbeschwerterer","unbeschwertestem","unbeschwerten","unbeschwertestes","unbeschwertem","unbeschwertest","unbeschwerte","unbeschwerteste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1423","unbesiegbar|ADJX","0.0040","unbesiegbarere","unbesiegbarst","unbesiegbarster","unbesiegbarstes","unbesiegbarerer","unbesiegbarste","unbesiegbarstem","unbesiegbarsten","unbesiegbarem","unbesiegbareres","unbesiegbaren","unbesiegbareren","unbesiegbarerem","unbesiegbare","unbesiegbarer","unbesiegbares",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1424","unbestreitbar|ADJX","0.0040","unbestreitbarerer","unbestreitbare","unbestreitbareres","unbestreitbarst","unbestreitbarster","unbestreitbarstes","unbestreitbarstem","unbestreitbarsten","unbestreitbareren","unbestreitbaren","unbestreitbarerem","unbestreitbarste","unbestreitbarem","unbestreitbarere","unbestreitbares","unbestreitbarer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1425","unbestritten|ADJX","0.0040","unbestrittneren","unbestrittenstes","unbestrittneres","unbestrittnere","unbestrittene","unbestrittenem","unbestrittnerer","unbestrittenster","unbestrittenen","unbestrittenstem","unbestrittensten","unbestrittenes","unbestrittener","unbestrittner","unbestrittenst","unbestrittenste","unbestritteneres","unbestritteneren","unbestrittenerem","unbestrittenere","unbestrittenerer","unbestrittnerem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1426","unbezahlbar|ADJX","0.0040","unbezahlbarer","unbezahlbarerer","unbezahlbareres","unbezahlbares","unbezahlbareren","unbezahlbarerem","unbezahlbarere","unbezahlbaren","unbezahlbarem","unbezahlbare","unbezahlbarsten","unbezahlbarstem","unbezahlbarster","unbezahlbarstes","unbezahlbarst","unbezahlbarste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1427","uneingeschränkt|ADJX","0.0040","uneingeschränktem","uneingeschränkte","uneingeschränkten","uneingeschränkteste","uneingeschränkter","uneingeschränktes","uneingeschränktere","uneingeschränktestem","uneingeschränktesten","uneingeschränktester","uneingeschränktestes","uneingeschränkterer","uneingeschränkteres","uneingeschränkteren","uneingeschränktest","uneingeschränkterem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1428","uneinholbar|ADJX","0.0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1429","unerhört|ADJX","0.0040","unerhörtest","unerhörtes","unerhörter","unerhörteres","unerhörteste","unerhörterer","unerhörtere","unerhörte","unerhörteren","unerhörterem","unerhörtester","unerhörtestes","unerhörten","unerhörtestem","unerhörtesten","unerhörtem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1430","unermesslich|ADJX","0.0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1431","unermeßlich|ADJX","0.0040","unermeßliches","unermeßlicher","unermeßlichstem","unermeßlichsten","unermeßlichere","unermeßliche","unermeßlichste","unermeßlichster","unermeßlicherer","unermeßlicheres","unermeßlichstes","unermeßlichem","unermeßlichen","unermeßlicherem","unermeßlicheren","unermeßlichst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1432","unermüdlich|ADJX","0.0040","unermüdlichsten","unermüdlicherer","unermüdlichstem","unermüdlichster","unermüdlicheres","unermüdlichere","unermüdlicheren","unermüdlicherem","unermüdlichste","unermüdlichst","unermüdliches","unermüdlicher","unermüdlichstes","unermüdliche","unermüdlichen","unermüdlichem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1433","unerreicht|ADJX","0.0040","unerreichtst","unerreichtere","unerreichtem","unerreichten","unerreichter","unerreichtes","unerreichte","unerreichterer","unerreichtstes","unerreichtster","unerreichteres","unerreichtste","unerreichtsten","unerreichtstem","unerreichteren","unerreichterem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1434","unerschrocken|ADJX","0.0040","unerschrockenstem","unerschrocknere","unerschrockensten","unerschrockenstes","unerschrockenster","unerschrockneren","unerschrocknerem","unerschrockner","unerschrockenere","unerschrockeneres","unerschrockenerer","unerschrockenes","unerschrockener","unerschrocknerer","unerschrockneres","unerschrockenen","unerschrockenst","unerschrockenem","unerschrockenste","unerschrockene","unerschrockeneren","unerschrockenerem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1435","unersetzlich|ADJX","0.0040","unersetzlicher","unersetzliches","unersetzlichem","unersetzlichen","unersetzliche","unersetzlichstem","unersetzlichsten","unersetzlichste","unersetzlichst","unersetzlichster","unersetzlichstes","unersetzlicheres","unersetzlicherer","unersetzlichere","unersetzlicherem","unersetzlicheren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1436","unfehlbar|ADJX","0.0040","unfehlbares","unfehlbarstem","unfehlbarsten","unfehlbarer","unfehlbarster","unfehlbaren","unfehlbarstes","unfehlbarere","unfehlbarerer","unfehlbareres","unfehlbarste","unfehlbarerem","unfehlbareren","unfehlbarem","unfehlbare","unfehlbarst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1437","ungeahnt|ADJX","0.0040","ungeahntere","ungeahntes","ungeahnter","ungeahnte","ungeahntstes","ungeahntster","ungeahntsten","ungeahntstem","ungeahntste","ungeahntem","ungeahntst","ungeahnten","ungeahnterer","ungeahnteres","ungeahnterem","ungeahnteren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1438","ungebrochen|ADJX","0.0040","ungebrocheneres","ungebrochenerer","ungebrochene","ungebrochenste","ungebrochenen","ungebrochenem","ungebrochenstes","ungebrochenster","ungebrochensten","ungebrochenst","ungebrochenstem","ungebrochenes","ungebrochener","ungebrochenere","ungebrochenerem","ungebrocheneren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1439","ungeteilt|ADJX","0.0040","ungeteiltstes","ungeteiltere","ungeteilten","ungeteiltstem","ungeteiltsten","ungeteilteren","ungeteiltem","ungeteilterem","ungeteilte","ungeteilter","ungeteiltster","ungeteiltes","ungeteilteres","ungeteiltst","ungeteilterer","ungeteiltste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1440","ungezwungen|ADJX","0.0040","ungezwungneren","ungezwungnere","ungezwungnerem","ungezwungnerer","ungezwungene","ungezwungneres","ungezwungenen","ungezwungensten","ungezwungenstem","ungezwungenem","ungezwungenster","ungezwungenerer","ungezwungenstes","ungezwungeneres","ungezwungner","ungezwungenerem","ungezwungenes","ungezwungener","ungezwungeneren","ungezwungenste","ungezwungenst","ungezwungenere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1441","unglaublich|ADJX","0.3698","unglaublichst","unglaublichsten","unglaubliches","unglaublichstem","unglaublicherem","unglaubliche","unglaublicheren","unglaublichste","unglaublicheres","unglaublichere","unglaublicherer","unglaublichem","unglaublichen","unglaublicher","unglaublichster","unglaublichstes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1442","universell|ADJX","0.0040","universellste","universelle","universellen","universellem","universellstem","universellsten","universellst","universelleres","universellerer","universellere","universelleren","universellerem","universeller","universelles","universellster","universellstes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1443","unkompliziert|ADJX","0.0782","unkompliziertestes","unkompliziertester","unkompliziertesten","unkompliziertestem","unkomplizierte","unkompliziertere","unkomplizierten","unkompliziertem","unkomplizierteres","unkomplizierterer","unkompliziertest","unkomplizierterem","unkompliziertes","unkomplizierter","unkomplizierteren","unkomplizierteste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1444","unparteiisch|ADJX","0.0040","unparteiischst","unparteiischste","unparteiischeres","unparteiischerer","unparteiischster","unparteiischstes","unparteiischeren","unparteiischerem","unparteiischstem","unparteiischsten","unparteiischem","unparteiischere","unparteiische","unparteiischen","unparteiischer","unparteiisches",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1445","unschlagbar|ADJX","0.0040","unschlagbarerem","unschlagbarem","unschlagbarst","unschlagbaren","unschlagbareren","unschlagbares","unschlagbarste","unschlagbarer","unschlagbareres","unschlagbarerer","unschlagbarster","unschlagbarstes","unschlagbarere","unschlagbarstem","unschlagbarsten","unschlagbare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1446","unschuldig|ADJX","0.0040","unschuldigstem","unschuldigsten","unschuldigere","unschuldigst","unschuldige","unschuldigste","unschuldigstes","unschuldigster","unschuldigen","unschuldigem","unschuldiger","unschuldigeres","unschuldigerer","unschuldiges","unschuldigeren","unschuldigerem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1447","unschätzbar|ADJX","0.0040","unschätzbarerem","unschätzbarste","unschätzbareren","unschätzbares","unschätzbarster","unschätzbarer","unschätzbarstes","unschätzbarerer","unschätzbareres","unschätzbarstem","unschätzbarsten","unschätzbaren","unschätzbare","unschätzbarem","unschätzbarere","unschätzbarst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1448","unsterblich|ADJX","0.0040","unsterblichste","unsterblichere","unsterblichstes","unsterblicher","unsterblicheres","unsterbliches","unsterblichster","unsterblicherem","unsterblichstem","unsterblichsten","unsterblicheren","unsterbliche","unsterblichem","unsterblicherer","unsterblichst","unsterblichen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1449","unternehmerisch|ADJX","0.0040","unternehmerischste","unternehmerische","unternehmerischeren","unternehmerischerem","unternehmerischer","unternehmerischeres","unternehmerischstem","unternehmerischerer","unternehmerischsten","unternehmerisches","unternehmerischen","unternehmerischst","unternehmerischem","unternehmerischstes","unternehmerischster","unternehmerischere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1450","unterstützen|VVINF","0.0040","unterstützt","unterstützten","unterstütze","unterstütztest","unterstützest","unterstütztet","unterstützet","unterstütz","untergestützt","unterstützte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1451","untrennbar|ADJX","0.0040","untrennbarer","untrennbares","untrennbarere","untrennbarerer","untrennbarst","untrennbareren","untrennbarerem","untrennbarsten","untrennbarstem","untrennbareres","untrennbare","untrennbarster","untrennbarstes","untrennbaren","untrennbarem","untrennbarste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1452","unumschränkt|ADJX","0.0040","unumschränktest","unumschränkte","unumschränkterem","unumschränktem","unumschränkten","unumschränkteren","unumschränktestem","unumschränktesten","unumschränkteres","unumschränkter","unumschränkterer","unumschränktes","unumschränktester","unumschränkteste","unumschränktestes","unumschränktere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1453","unumstritten|ADJX","0.0040","unumstrittenere","unumstrittene","unumstrittenste","unumstrittneres","unumstrittnere","unumstrittenem","unumstrittenst","unumstrittenstem","unumstrittenen","unumstrittner","unumstrittener","unumstrittensten","unumstrittenerem","unumstrittenes","unumstrittenster","unumstrittenstes","unumstrittnerer","unumstritteneres","unumstrittenerer","unumstrittnerem","unumstrittneren","unumstritteneren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1454","ununterbrochen|ADJX","0.0040","ununterbrochenerer","ununterbrocheneres","ununterbrochenere","ununterbrochenen","ununterbrochenem","ununterbrochener","ununterbrochenerem","ununterbrocheneren","ununterbrochenes","ununterbrochenst","ununterbrochenste","ununterbrochenstem","ununterbrochensten","ununterbrochene","ununterbrochenstes","ununterbrochenster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
